pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_rad,st_logg,st_tmag,st_dist,tfopwg_disp
12.2265595,2.1904379,1206.3693293,2.6014766,25.8970378,575.3502049,4803.0,0.737189,4.52079,10.0059,68.0726,CP
2.160344,1.828854,19357.992992,22.503541,1596.7576135840004,1711.587273346,5780.0,1.2,4.32928,13.2851,639.004,KP
4.606184,3.121643,13793.034867,12.962219,421.23250671600016,1210.5417731399996,5670.0,1.07,4.3925,11.9707,353.891,KP
3.1316735,2.4579197,14915.6943722,9.4995191,148.6544991,890.5622134,4351.0,0.76701,4.438,13.1686,263.609,KP
3.180362,2.111521,21192.463324,13.446487,725.6097182200003,1399.012536482,5498.0,0.92,4.47934,13.2887,535.383,KP
2.9776446,2.962,13022.0,14.4339,758.324,1461.0,5703.0,1.22,4.25824,10.4293,197.996,KP
3.9502008,4.444,13914.0,20.5357,1009.38,1570.0,6153.0,1.71,4.18077,9.6433,211.211,KP
2.9776152,3.25697,43218.111683,26.88423,873.27,1386.5,5740.0,1.28,4.29219,15.7114,959.856,FP
3.5544026,2.0550535,10164.8753396,13.200677,515.0014435,1214.9876435,5639.0,1.11499,4.37172,11.5803,290.198,KP
12.8379689,9.8464123,10539.0192794,25.4886382,374.129,1225.0,5765.0,2.4494,4.34773,11.7106,703.878,FP
3.9228016,1.8736007,31510.9004906,13.3368705,91.167589,788.0973496,4444.0,0.6983,4.438,13.6699,300.67,CP
13.9428705,3.7522756,1015.395543,2.4233421,28.0927293,587.1759148,5206.0,0.741671,4.63095,10.6339,107.356,PC
0.6047392,1.0403847,1027.6833479,1.8625587,528.0253155,1222.5973095,4046.0,0.580337,4.60963,11.1186,61.4592,CP
2.5495611,2.6173308,14921.4021936,12.9171288,757.1284067,1337.8645148,5659.0,1.03997,4.44653,11.2474,248.46,KP
1.6062693,1.9561305,16725.3019333,12.6436029,844.2700581,1374.8018137,5192.0,0.984326,4.4617,13.461,463.683,PC
0.5182425,0.8565249,831.8920424,1.3485121,255.1405815,1019.3295979,3325.0,0.390989,4.88693,10.1165,20.373,CP
3.1644075,2.0576293,5603.4635466,14.8814743,2206.1550476,1747.9490013,6519.0,1.7234,4.22068,13.1284,1179.27,PC
3.0440541,2.5984575,22236.0165376,12.1086799,315.9871326,1075.3184542,5523.0,0.809868,4.52192,13.163,421.855,KP
3.9652485,1.0112593,3680.7544436,1.2305102,5.2829448,386.6684768,3296.0,0.199988,4.96636,12.7067,25.559,PC
2.98278,3.109528,6136.231662,11.467011,758.708845854,1423.5800993000005,6027.0,1.23975,4.29978,11.5247,354.05,PC
16.3469053,3.5865698,2212.4257252,3.5059571,8.9995944,441.7489067,4310.0,0.649613,4.57345,11.8835,100.248,PC
12.9802953,2.5034417,2407.2608671,2.4241912,4.7341229,376.2093904,3614.0,0.491323,4.81257,12.0936,68.9109,PC
1.3484961,2.4074261,18463.7636682,15.8824638,2706.9606225,1839.6713042,6346.0,1.14759,4.38484,12.2851,494.182,KP
3.2541181,4.341,13620.0,14.9476,1436.45,1623.2636133360004,6102.0,1.28,4.28649,11.6577,444.066,APC
3.7178828,5.5277827,4864.8405125,14.6986197,1925.1426172,1689.4116185,5818.0,2.0840001,4.33787,12.2303,736.397,PC
9.30992,3.464,2220.0,14.2968,215.208,1067.0,6907.0,3.09,3.63,9.4142,416.25,FP
1.15395,2.236,1550.0,5.48364,3534.3,2148.0,6093.0,1.4,4.2,10.4613,240.901,FA
4.73703,3.902,2410.0,25.7144,53821.0,4243.0,11600.0,2.48,4.13,10.3918,778.127,FP
2.76676,2.6872178,14947.4387827,12.2867389,505.8840075,1209.5741229,5346.0,0.984866,4.48823,13.2366,513.011,KP
2.19296,4.586,4933.74,22.7769,31883.5,3722.0,7009.8,2.95,3.6,10.0196,566.502,FP
1.725841,3.674,2710.0,15.0024,50469.2,4175.0,7348.0,2.39,3.9,9.3529,321.671,PC
1.1923,3.119,3730.0,30.666,40771.2,3958.0,6534.0,2.04,3.95,9.0039,209.919,FP
11.47606,6.083,3050.0,14.691690588000002,963.244112386,1482.8324097760008,7950.649999999999,2.0686277959999995,4.105974399999999,10.0067,1710.22,FP
0.5971314,0.468,910.0,9.08382,1596.43,1760.0,7710.0,2.28,3.98,9.9806,426.003,APC
1.4821386,2.1867078,2102.6568299,13.7339261,18197.1354531,2962.2418039,7066.0,2.6647301,3.78,10.4291,582.521,PC
0.9209526,1.8602735,360.8801529,5.7349089,32740.3629399,3430.7622437,6553.0,2.8908899,3.65,10.11,490.288,FP
9.188506,2.492,460.0,2.16591,63.4589,786.0,5876.0,0.98,4.48,8.7215,79.5561,CP
13.9028391,2.1264429,647.2701039,2.6136848,77.4841883,756.6987586,5876.0,0.983215,4.48,8.7215,79.5561,CP
10.1826983,2.8275109,667.4752458,3.0538057,198.394783,957.1991659,6153.0,1.14582,4.34814,8.7581,105.096,CP
6.441006,1.812,914.0,2.56374,87.8902,853.0,4867.0,0.8,4.438,7.3661,23.606,CP
3.1743504,2.751086,15457.3247576,14.9172256,718.9096994,1320.6518234,5943.0,1.15706,4.42524,11.6714,342.14,KP
20.0731588,3.8449215,1152.9645461,4.0506906,69.3993155,736.1368293,6033.0,1.14849,4.37,10.5135,205.43,FP
2.66903,1.548,3110.0,9.36823,429.86,1268.0,5803.5,1.56,4.07,10.5891,262.794,FP
6.63371,2.122,1555.34,2.75375,22.9987,610.0,4138.1,0.63,4.54,10.5652,58.0624,FP
2.94308,4.073,4490.0,45.3525,2533.34,1976.0,4437.0,3.13,4.360558999999998,10.5598,320.212,PC
341.2811281,6.303026,972.5797241,4.7531892,121.1597998,846.173434,6058.6,1.39203,4.2,7.5622,70.0154,FP
10.8680523,2.375,1553.0,2.90726,20.7383,594.0,4664.0,0.76,4.55,10.2809,79.5225,PC
11.1149,2.26,900.0,14.7645,21.9713,603.0,5042.0,4.94,3.895764600000001,10.0717,523.425,PC
4.0782392,4.8475616,6046.6959687,13.898174,1619.0081232,1617.8267296,6501.0,1.74836,4.08,10.0068,281.314,CP
7.14386,1.467,11146.4,22.1531,1058.466311536,1547.0337702379998,7860.0,1.91,4.15,9.941,417.08,FP
7.04083,2.979,1580.0,8.46404,852.336,1505.0,5317.0,0.91,4.49,9.7906,102.238,FP
2.1061569,1.4688934,12142.2238514,13.086872,691.8428073,1308.0417533,5380.0,0.940697,4.4337,13.183,508.842,KP
2.4545635,2.321,4248.0,11.1276,2162.73,1899.0,6610.0,1.64,4.15,9.6789,243.838,FP
11.4756978,0.808,8341.0,14.1098,11.4585,512.0,7262.0,2.13,4.0,9.3871,312.461,FP
2.78186,2.456,490.0,4.92567,1323.21,1680.0,6819.0,2.21,3.92,9.5162,292.085,FP
6.4410082,1.798,7076.0,4.59203,8.2114,471.0,3469.0,0.53,4.71,9.66865,23.8853,FP
2.4887726,2.632,4852.0,15.938502613999995,773.3029498,1344.9531805,8048.0,1.658389204,4.438,8.1129,174.475,APC
4.45199,2.109,8483.38,15.8858,1013.74,1571.0,6708.3,1.57,4.2,10.526,359.215,APC
5.0100708,2.0644756,409.4812214,2.3107394,210.6631712,971.6657708,5551.0,0.906282,4.46214,9.5268,94.4178,PC
2.2281625,2.015,630.0,2.56778,702.927,1434.0,5731.0,1.02,4.43,10.4055,167.598,PC
4.13812,3.911,5560.0,20.804957644,613.964,1386.0,4898.4,2.5080191919999986,3.945269,10.5084,413.42444,FP
10.95663,3.588,3830.0,23.9726,619.065,1389.0,6456.0,2.07,3.92,10.5024,421.518,APC
2.4997996,2.865171,14621.2059647,13.8516093,907.8624196,1399.9894384,5650.0,1.13732,4.28867,11.6035,302.448,KP
1.66226,3.321,6030.0,13.3343,7149.89,2561.0,7301.0,1.64,4.23,10.4063,386.323,FP
4.07611,2.062,1454.18,6.231272389999998,553.8387190039998,1351.42,6269.754400000002,1.4952448039999997,4.1585792,11.0605,338.644,FP
3.6245513,3.042,1299.0,4.3503,919.571,1479.6407490979996,6317.0,1.38,4.2663398,10.2934,249.826,FP
1.20928,1.886,11883.8,15.1764,15018.804192757996,3060.453754916,5159.8,1.27,4.23,10.2398,161.932,APC
3.5187707,2.408,5634.0,14.0061,2000.01,1863.0,6690.0,1.49,4.24,7.2235,75.7145,APC
0.7724825,1.3744974,211.3168519,4.1624907,60276.5000547,3996.2877922,8271.0,2.5027299,3.95,8.0465,237.593,PC
1.6268695,3.231,1502.0,2.36498,1946.23,1850.0,5034.0,0.73,4.64,10.3579,97.8115,FP
2.32439,4.453,2704.18,23.943940512000008,68217.5,4502.0,8268.5,2.567966174,3.93,7.3163,177.741,FP
13.5499,1.795,1180.0,6.24633,31.6652,660.0,6209.0,1.63,4.09,9.7298,222.529,FP
4.43651,3.365,1520.0,19.9664,8233.41,2653.0,7101.9,2.32,3.91,8.7823,247.414,FP
3.372877,2.63426,17163.60419,14.201803,615.165921,1270.187448,6050.0,1.02,4.45061,12.1893,448.637,KP
8.34998,1.836,16680.0,11.1424,19.9348,588.0,4236.0,0.74,4.52,10.1429,58.2609,CP
4.0686405,1.8373729,2650.0950013,3.7548333,84.108766,772.378302,4236.0,0.741921,4.52,10.1429,58.2609,CP
0.5860366,0.8098934,410.5241553,4.906408,26813.1057089,3263.6721812,5579.0,2.39803,3.67,9.2872,222.74,PC
1.5502952,2.938,411.0,3.34528,10796.6,2839.0,7851.0,1.86,4.17,9.2293,286.668,FP
1.80709,3.297,450.0,4.86242,7233.01,2569.0,6244.0,2.2,3.84,9.11458,233.369,FP
18.6922101,7.765,11126.0,18.1458,282.175,1141.0,6277.0,1.65,4.09,9.03609,170.732,FP
8.0277326,4.284,5705.0,9.06883,248.619,1106.0,5962.7,1.15,4.38,9.02855,114.048,CP
12.5187279,5.38,2320.0,5.58857,626.362,1393.0,5729.0,0.98,4.47,8.9361,84.5362,CP
6.2586065,3.201,813.0,2.51593,232.392,1087.0,5729.0,0.98,4.47,8.9361,84.5362,CP
26.3208756,4.414,800.0,2.71349,26.4328,631.0,5729.0,0.98,4.47,8.9361,84.5362,CP
18.795547,4.3425576,470.6731965,2.1597669,48.477077,672.9826313,5729.0,0.977727,4.47,8.9361,84.5362,CP
1.3206356,1.6000996,1052.4255997,34.7561624,3652.2582486,1982.7142102,4919.6,6.3070302,3.9709711999999993,9.00558,419.435,PC
0.64971,2.076,620.0,6.23181,83182.0,4731.0,9994.0,2.59,4.02,8.90601,395.12,FP
4.4780798,4.513,1054.0,11.3678,31621.7,3715.0,7947.0,1.83,4.2,8.86193,238.726,PC
3.2887898,3.4367717,7005.7247902,10.5135877,759.3373533,1338.8392647,5800.0,1.24175,4.28004,10.6103,216.526,KP
13.7431084,2.285,5688.0,12.05,84.3234,844.0,5941.5,1.34,4.2371318,8.88797,121.182,FP
16.9487087,4.2887767,156467.5479643,45.2204505,78.263287,758.5937679,5894.7,1.1179,4.37,8.8523,97.3391,FP
3.3686634,3.012,3288.0,42.2321,9856.24,2775.0,7518.0,2.68,3.82,8.64028,299.294,FP
11.2071839,4.366,3276.0,17.4989,813.063,1487.0,6152.0,2.24,3.84,8.63287,191.984,FP
4.8878037,2.184,4279.0,5.29152,71.6805,810.0,4757.3,0.76,4.56,8.5077,37.7647,KP
2.97164,1.534,7350.0,19.892504274000004,3089.18,2076.0,8562.5,2.1760910000000004,4.112342400000001,8.5011,438.395,FP
0.660179,1.6349369,473.0939303,6.1672487,252487.7638842,5717.1532477,8598.7,2.62432,4.1,8.40386,411.307,FP
10.9278415,2.468,2743.0,49.1695,270.142,1129.0,6259.0,2.92,3.59,8.36544,218.258,FP
5.5514888,4.335,9493.0,15.8043,802.858,1482.0,6403.9,1.55,4.16,7.9179,96.5173,KP
2.3202418,2.3817612,5082.9417064,27.712808356,22262.0513573,3115.3801229,8737.5,2.5455019999999995,3.9702332,7.9172,632.553,APC
4.7423709,2.4988145,12650.8110411,10.5505922,209.7699043,970.6340996,5377.0,0.877585,4.42476,13.0417,453.808,KP
1.4810903,4.1588291,6788.5145388,20.3402421,33326.7304874,3446.0210572,9435.0,2.28773,4.11,7.58204,204.455,KP
3.4741012,3.317,15748.0,21.2912,3453.07,2084.3330866,8894.8,1.62,4.38,7.55216,136.426,KP
6.5011911,5.5463587,4501.3454064,13.00710978,214.9638584,976.5873888,5485.0,1.449832174,4.1247296,8.0348,105.334,FA
6.0360758,1.255,987.0,9.86763,464.097,1293.0,6528.3,1.69,4.21,8.40534,147.134,APC
21.745537,4.196,659.0,2.10208,28.2504,642.0,5704.0,0.93,4.51,9.3188,93.8819,PC
1.32003,3.175,552.468,5.30525725,10193.662272623997,2777.704244124,8211.322,2.2169076,4.073604399999999,9.711,569.77798,FP
1.6865822,2.429,1770.0,13.609061195999995,1918.9673525820008,1793.9155400839998,5234.1074,2.5814990060000014,3.8287632,9.7032,6079.49,FP
13.0727479,3.044,4080.0,35.7944,221.343,1074.0,5709.8,3.59,3.37,9.6043,432.113,FP
2.9258727,4.075,6720.0,24.4055,3028.51,2066.0,4884.5,1.3,4.081085399999999,9.5967,283.7085642,FP
0.73774,0.636,524.852,5.28215,14808.562264872002,3033.584269288,6449.5,2.1,3.94,9.5937,292.83,FP
2.7985802,2.3801043,16708.7151957,11.9514993,332.556249,1089.1458169,4920.0,0.906655,4.49371,11.0443,149.942,KP
2.3664127,2.591,300.0,4.293069558000002,1668.8604028600007,1721.5586842259995,5884.937999999999,2.004080796,3.9007446,9.577,2320.13,FP
1.7635881,3.092,6650.0,17.455022218,7685.79,2608.0,7986.1,1.8937792,4.163966799999999,10.2306,519.096,KP
7.3166682,3.255,3210.0,14.389084774000002,1221.82,1647.0,8730.0,2.012904608,4.155185800000001,9.65306,348.481,PC
3.0771612,2.6914319,4703.2844346,19.624266360000004,2636.8654415,1827.6445751,9311.3,2.234611004,4.101134200000002,9.47751,148.342,PC
3.2077145,2.708,9640.0,21.310112262,1406.2565805859997,1674.4036319020004,7012.082,1.8803630040000003,4.1216426,9.329701,827.868,FP
2.2552845,2.05,20820.0,14.688,549.715,1348.0,5787.0,0.96,4.5,9.76703,126.261,KP
1.8824539,2.46,1391.0,8.29008,15173.2,3091.0,5900.4,1.13,4.39,9.7604,153.743,FP
15.196,1.792,1970.0,4.96345,42.608126562,698.9006389919999,5807.0,1.14,4.341619199999999,10.3874,209.618,FP
2.1358631,1.559,10325.0,23.6019,1540.95,1745.0,5969.0,1.5,4.17,10.381,274.162,FP
6.7075429,2.125,11920.0,17.4647,225.822,1079.0,6134.3,1.24,4.315509800000003,10.6405,259.0,PC
3.5862962,3.3710943,5729.3246858,16.4747611,1787.5955937,1658.3915202,5704.8,2.00441,3.84,11.7806,603.955,KP
1.8296155,2.166,1406.0,29.3616,32867.0,3751.0,7875.0,3.5,3.61,10.349,880.107,FP
11.1876137,3.183,4924.0,31.8624,838.609,1499.0,7266.0,2.05,4.06,10.3075,482.763,FP
7.8513949,6.835,22029.0,28.245305118,1410.6623243720005,1620.6814175259992,7217.300000000001,1.896351798,4.150544400000001,10.3018,875.061,FP
7.0643978,2.424,8268.0,9.39131,104.311,890.0,5429.6,0.96,4.44,10.2938,132.353,CP
8.9534775,2.696,1136.0,2.35888,45.5604,723.0,5029.5,0.76,4.61,10.2549,94.6375,CP
7.5022708,2.605,1760.0,5.55812,129.866,940.0,6229.0,1.27,4.31,10.2026,216.517,FP
14.0077666,5.8727493,5924.8349672,12.4023108,264.4796635,1028.5320293,6557.7,1.57435,4.18,10.1772,295.561,PC
1.692892,2.886,1418.0,11.2371,187927.0,5800.0,9121.5,2.1,4.21,10.1617,602.899,FP
2.6652007,3.49,819.0,2.35964,2905.35,2045.0,4043.4,0.56,4.69,10.1358,36.7224,FP
1.2615323,1.039,2841.0,8.67407,1437.18,1715.0,4927.9,0.78,4.57,10.1313,86.444,APC
6.0344667,1.89,1800.0,4.44029,64.2648,788.0,5586.0,1.05,4.36763,9.179,94.1719,CP
9.6867516,2.512,1669.0,3.00336,41.6645,707.0,4738.1,0.73,4.59,10.112,72.0238,CP
2.1031647,5.059,7142.0,16.7087,14140.0,3037.0,6122.0,1.93,3.93,10.079,302.819,CP
7.6416041,2.654,6025.0,27.538,478.683,1303.0,6496.7,2.05,3.972741400000001,10.0049,368.4987199999999,FP
5.9294088,2.933,10226.0,10.8101,456.893,1248.3262977560005,5095.6,1.06,4.3229242,9.9478,112.868,FP
5.7484439,1.76,1041.0,2.35215,75.272,820.0,4534.0,0.69,4.61,9.9469,58.5946,CP
1.1967018,1.879,824.0,10.3239,25917.9,3534.0,5997.0,1.73,4.0,9.94025,246.798,FP
11.2464616,7.391,7576.0,17.6677,365.938,1218.0,6115.7,2.01,3.89,9.92402,294.85,FP
2.5941968,0.861,907.0,4.47229,300.014,1159.0,6389.0,1.4,4.26,9.9002,221.071,PC
8.5112,3.486,4172.76,11.101363978,622.7852734060001,1328.393779762,8156.0,1.5939872039999994,4.35,9.886581,347.452,FP
3.9687994,1.07,1760.0,11.655359329999996,417.60070353,1239.979799852,5286.9,1.945622,3.774981999999999,9.8744,309.31898000000007,PC
5.5411114,2.467,633.0,2.04482,258.843,1117.0,5332.0,0.82,4.56429,9.2789,66.6187,PC
10.6917268,3.002,535.0,1.79811,42.2657,710.0,5332.0,0.82,4.56429,9.2789,66.6187,PC
3.6950015,4.515,7655.0,14.1288,2184.62,1904.0,7106.7,1.63,4.2,9.80529,280.948,APC
15.7335693,3.288,2540.0,24.3218,367.588,1219.0,6800.0,2.21,3.91,9.7831,355.809,FP
45.9403293,3.768,14807.0,28.3312,20.4053,581.2055492839999,6479.3,1.28,4.412916400000002,10.4999,283.025,APC
2.2219839,1.996,4394.0,15.4416,7790.56,2594.961803534,7166.8,1.87,4.1275576,10.4813,501.963,FP
2.3106428,1.294,6911.0,8.76741,203.685,1052.0,5339.9,0.99,4.41,10.4782,149.667,CP
4.05135,2.4,1132.23,14.2359,1471.6939609100002,1694.434720382,4974.4,3.85,3.8683284,10.4717,500.014,FP
5.5376617,2.517,5390.0,15.6557,351.929,1206.0,6689.0,2.06,3.96,10.4318,424.442,PC
4.5960377,4.744,5000.0,16.2166,2340.04,1937.0,7649.0,2.12,4.04,10.4247,405.634,PC
3.612771,4.142,11794.0,19.3662,5011.92,2344.0,8324.0,1.71,4.28,10.4219,470.878,KP
3.6714717,2.149,4340.0,10.678,324.114,1182.0,5618.0,1.54,4.06,10.4221,248.427,CP
11.535076,8.555958,2389.90616,12.215808,1341.8965868379998,1610.1303129199994,5479.3,2.48771,3.77,7.1062,79.5702,CP
0.8352406,1.043,2065.0,6.4875,5021.63,2345.0,6105.0,1.24,4.31,10.402,224.444,FP
2.4919771,1.4338141,2093.9594201,2.2187585,39.6452664,639.9817426,3948.0,0.482388,4.68962,10.9473,37.8871,CP
14.327028676000005,2.726775,878.134108,1.710706,9.5212941,448.0162269,3773.0,0.577983,4.438,8.386,818.829,FP
25.5195307,6.6877451,558.3758637,2.9641461,45.6335702,662.8890748,5742.22,1.17321,4.29,7.9995,64.9943,CP
